0	-2.269782
0,002	-2.218483
0,004	-2.177725
0,006	-2.177255
0,008	-2.153010
0,01	-2.137900
0,012	-2.130403
0,014	-2.130284
0,016	-2.136257
0,018	-2.148671
0,02	-2.169518
0,022	-2.201139
0,024	-2.243886
0,026	-2.296938
0,028	-2.355846
0,03	-2.415929
0,032	-2.470276
0,034	-2.510342
0,036	-2.530391
0,038	-2.528079
0,04	-2.502940
0,042	-2.456964
0,044	-2.390855
0,046	-2.306720
0,048	-2.207837
0,05	-2.092569
0,052	-1.957871
0,054	-1.797187
0,056	-1.603141
0,058	-1.367419
0,06	-1.080656
0,062	-0.733834
0,064	-0.321333
0,066	0.157082
0,068	0.693801
0,07	1.273724
0,072	1.875306
0,074	2.471387
0,076	3.031293
0,078	3.524465
0,08	3.924678
0,082	4.212732
0,084	4.378792
0,086	4.422976
0,088	4.353129
0,09	4.186462
0,092	3.945105
0,094	3.654581
0,096	3.339009
0,098	3.019230
0,1	2.711401
0,102	2.426175
0,104	2.169408
0,106	1.942385
0,108	1.744287
0,11	1.572304
0,112	1.424445
0,114	1.298602
0,116	1.192784
0,118	1.104298
0,12	1.031856
0,122	0.972882
0,124	0.926439
0,126	0.890069
0,128	0.863186
0,13	0.846609
0,132	0.838465
0,134	0.837818
0,136	0.842210
0,138	0.849883
0,14	0.858145
0,142	0.863133
0,144	0.863206
0,146	0.860357
0,148	0.854350
0,15	0.846005
0,152	0.835908
0,154	0.826399
0,156	0.818650
0,158	0.809851
0,16	0.798361
0,162	0.783711
0,164	0.767307
0,166	0.749031
0,168	0.728296
0,17	0.706624
0,172	0.687175
0,174	0.669363
0,176	0.652017
0,178	0.633146
0,18	0.612163
0,182	0.588367
0,184	0.558946
0,186	0.524603
0,188	0.487915
0,19	0.452745
0,192	0.421318
0,194	0.395391
0,196	0.375666
0,198	0.363432
0,2	0.356933
0,202	0.352188
0,204	0.344982
0,206	0.332741
0,208	0.315229
0,21	0.294086
0,212	0.269196
0,214	0.241262
0,216	0.213326
0,218	0.187147
0,22	0.163427
0,222	0.140058
0,224	0.113997
0,226	0.083956
0,228	0.046891
0,23	-0.001179
0,232	-0.063883
0,234	-0.146723
0,236	-0.254034
0,238	-0.388623
0,24	-0.551429
0,242	-0.738003
0,244	-0.944246
0,246	-1.160676
0,248	-1.373711
0,25	-1.570589
0,252	-1.739251
0,254	-1.873727
0,256	-1.972143
0,258	-2.035670
0,26	-2.071099
0,262	-2.087095
0,264	-2.091619
0,266	-2.094390
0,268	-2.098802
0,27	-2.106964
0,272	-2.116767
0,274	-2.125637
0,276	-2.134040
0,278	-2.142211
0,28	-2.149330
0,282	-2.156218
0,284	-2.165917
0,286	-2.182409
0,288	-2.206983
0,29	-2.236007
0,292	-2.266205
0,294	-2.294297
0,296	-2.318177
0,298	-2.334214
0,3	-2.339833
0,302	-2.334215
0,304	-2.321222
0,306	-2.306125
0,308	-2.293490
0,31	-2.288234
0,312	-2.294456
0,314	-2.314615
0,316	-2.350234
0,318	-2.398152
0,32	-2.452750
0,322	-2.507004
0,324	-2.551079
0,326	-2.575843
0,328	-2.570643
0,33	-2.523771
0,332	-2.423049
0,334	-2.256302
0,336	-2.012523
0,338	-1.681760
0,34	-1.256518
0,342	-0.736796
0,344	-0.130202
0,346	0.545818
0,348	1.265861
0,35	1.996441
0,352	2.698805
0,354	3.333265
0,356	3.866218
0,358	4.273780
0,36	4.543543
0,362	4.673515
0,364	4.673884
0,366	4.567014
0,368	4.378077
0,37	4.132949
0,372	3.852821
0,374	3.556310
0,376	3.258168
0,378	2.968112
0,38	2.688717
0,382	2.422325
0,384	2.172564
0,386	1.943181
0,388	1.738859
0,39	1.560534
0,392	1.409260
0,394	1.287026
0,396	1.194770
0,398	1.128627
0,4	1.083094
0,402	1.051497
0,404	1.031261
0,406	1.019224
0,408	1.009649
0,41	0.997501
0,412	0.981844
0,414	0.963849
0,416	0.944452
0,418	0.920726
0,42	0.893608
0,422	0.867079
0,424	0.843363
0,426	0.822694
0,428	0.803902
0,43	0.787689
0,432	0.775343
0,434	0.765342
0,436	0.753822
0,438	0.738675
0,44	0.719199
0,442	0.695862
0,444	0.667961
0,446	0.636315
0,448	0.602328
0,45	0.568810
0,452	0.539039
0,454	0.515005
0,456	0.495770
0,458	0.481333
0,46	0.471460
0,462	0.465798
0,464	0.461656
0,466	0.455870
0,468	0.448441
0,47	0.440306
0,472	0.430761
0,474	0.418637
0,476	0.405456
0,478	0.393443
0,48	0.384471
0,482	0.377487
0,484	0.372725
0,486	0.370654
0,488	0.371392
0,49	0.373299
0,492	0.373682
0,494	0.371021
0,496	0.365549
0,498	0.356915
0,5	0.343949
0,502	0.325948
0,504	0.301977
0,506	0.272503
